"","ï..UDI","Product.ID","Type","Air.temperature","Process.temperature","Rotational.speed","Torque","Tool.wear","Machine.failure"
"1628",1628,"L48807","L",297.9,307.8,1499,37.5,78,0
"9026",9026,"L56205","L",297.5,308.4,1440,35.9,13,0
"9831",9831,"L57010","L",298.3,309.3,1337,56.1,206,1
"6285",6285,"M21144","M",301.2,310.8,1734,31.3,64,0
"9924",9924,"M24783","M",298.5,308.7,1615,33.3,41,0
"2474",2474,"M17333","M",298.9,308.5,1555,37.6,142,0
"905",905,"H30318","H",295.7,306.2,1458,49.8,151,0
"5743",5743,"L52922","L",302.3,311.7,1414,47,11,0
"688",688,"M15547","M",297.7,309,1531,42.4,38,0
"9696",9696,"L56875","L",298.9,309.9,1592,32,60,0
"3072",3072,"L50251","L",300,309,2174,16.9,112,0
"9207",9207,"M24066","M",297.9,308.9,1547,44,72,0
"9219",9219,"L56398","L",297.7,308.8,1354,50.2,103,0
"2425",2425,"L49604","L",298.9,308.2,1828,23.8,26,0
"1313",1313,"L48492","L",298.9,310.1,1473,42.6,164,0
"5351",5351,"M20210","M",303.4,312.8,1622,35.1,107,0
"6513",6513,"M21372","M",301.1,310,1433,48.1,14,0
"8040",8040,"L55219","L",300.8,311.9,1560,31.8,21,0
"6600",6600,"L53779","L",301.6,310.7,1494,39.5,24,0
"6840",6840,"L54019","L",301.2,311.2,1558,34.1,204,0
"28",28,"H29441","H",299.1,309.4,1811,24.6,77,0
"666",666,"L47845","L",297.5,308.9,1729,28.1,189,0
"7557",7557,"L54736","L",300.3,311.4,1471,37,114,0
"7345",7345,"L54524","L",299.6,310.1,1384,49.8,11,0
"2674",2674,"L49853","L",299.8,309.4,1480,40.9,2,0
"951",951,"L48130","L",295.6,306.2,1424,42.5,58,0
"5723",5723,"L52902","L",302.2,311.7,1488,44.6,178,0
"4615",4615,"H34028","H",303,311.2,1503,37,152,0
"5173",5173,"L52352","L",304.2,313.4,1740,28.2,78,0
"220",220,"M15079","M",298.3,308.5,1434,46.2,148,0
"9315",9315,"M24174","M",298.5,309.4,1565,33.7,150,0
"7732",7732,"L54911","L",300.6,312,1566,30.1,128,0
"8281",8281,"L55460","L",298.8,310.6,1602,39.1,211,0
"5365",5365,"L52544","L",303.2,312.6,1601,35.3,148,0
"9388",9388,"H38801","H",297.4,307.9,1390,52,131,0
"3935",3935,"M18794","M",302.6,311.6,1518,39,184,0
"2872",2872,"M17731","M",300.7,309.6,1536,37.2,19,0
"8172",8172,"H37585","H",300,311.4,1641,34.5,155,0
"245",245,"M15104","M",298,308.2,1395,49.1,206,0
"647",647,"M15506","M",297.7,309.4,1461,43.7,142,0
"4131",4131,"L51310","L",301.9,310.4,1286,62.8,22,1
"6008",6008,"M20867","M",300.7,310.6,1349,54.5,19,0
"4044",4044,"M18903","M",302,310.8,1445,46.3,17,0
"691",691,"H30104","H",297.6,309,1413,40.2,51,0
"5118",5118,"L52297","L",304.1,313.6,1611,31.4,144,0
"5366",5366,"L52545","L",303.1,312.6,1548,36.4,150,0
"875",875,"L48054","L",295.9,306.4,1575,28.5,74,0
"6931",6931,"M21790","M",300.9,311.5,1836,21.8,12,0
"3820",3820,"L50999","L",302.2,310.7,1567,36.4,100,0
"6425",6425,"M21284","M",300.3,310,1409,43.2,9,0
"1991",1991,"L49170","L",298.2,307.8,1423,48.1,183,0
"3005",3005,"M17864","M",300.5,309.9,1466,53.2,172,0
"924",924,"M15783","M",295.5,306,1423,45.3,205,0
"6436",6436,"L53615","L",300.3,309.9,1621,34.1,36,0
"3863",3863,"H33276","H",302.5,311.5,1496,43.8,218,0
"6104",6104,"L53283","L",300.8,310.8,1407,45.1,51,0
"6630",6630,"L53809","L",301.6,310.5,1397,49.4,104,0
"759",759,"L47938","L",296.8,308,1497,41.7,231,0
"4893",4893,"L52072","L",303.7,312.3,1922,23.1,193,0
"2973",2973,"M17832","M",300.6,309.4,1432,44.2,84,0
"4062",4062,"L51241","L",301.9,310.8,1906,21.7,62,0
"5651",5651,"L52830","L",302.5,312,1456,46.3,208,0
"7632",7632,"L54811","L",300.5,311.6,1444,49.3,92,0
"9166",9166,"L56345","L",297.6,308.6,1326,62.4,173,0
"7009",7009,"L54188","L",300.5,310.6,1368,49.6,10,0
"5546",5546,"H34959","H",302.2,311.6,1357,44.2,142,0
"2862",2862,"L50041","L",300.7,309.5,1479,43.6,240,0
"8835",8835,"L56014","L",297.4,308.8,1473,46.2,167,0
"5698",5698,"L52877","L",302.5,311.9,1354,49.4,117,0
"3987",3987,"M18846","M",302.2,311.3,1577,29.8,112,0
"206",206,"M15065","M",298.5,308.6,1344,53,114,0
"2205",2205,"M17064","M",299.7,309.1,1352,46.1,102,0
"3004",3004,"M17863","M",300.6,309.9,1449,42.4,169,0
"9921",9921,"H39334","H",298.5,308.7,1450,43.9,28,0
"5304",5304,"L52483","L",303.9,313.2,1481,44.1,197,0
"6355",6355,"L53534","L",300.1,309.6,1565,34.8,32,0
"9199",9199,"M24058","M",297.9,308.8,1538,37.6,54,0
"4699",4699,"L51878","L",303.4,311.6,1564,41.9,137,0
"7664",7664,"L54843","L",300.5,311.6,1385,54.8,173,0
"2546",2546,"M17405","M",299.2,309,1541,36.3,104,0
"2508",2508,"H31921","H",299.2,309.1,1410,47.1,9,0
"2919",2919,"M17778","M",300.6,309.5,1492,34,144,0
"2710",2710,"L49889","L",299.6,309.1,1641,35.8,81,0
"8529",8529,"L55708","L",298.4,309.3,1512,35.8,18,0
"5583",5583,"L52762","L",302.5,312,2052,18.9,40,0
"7716",7716,"L54895","L",300.5,311.5,1302,49.6,80,0
"2007",2007,"M16866","M",298.5,308.3,1381,50.5,22,0
"9105",9105,"M23964","M",297.4,308.3,1550,47.8,18,0
"7770",7770,"L54949","L",300.3,311.5,1552,38.9,23,0
"9217",9217,"H38630","H",297.7,308.8,1469,43.7,96,0
"5406",5406,"L52585","L",302.7,312.4,1444,48.7,9,0
"5240",5240,"L52419","L",303.7,313,1753,29,42,0
"4149",4149,"L51328","L",301.9,310.3,1972,21.3,67,0
"2455",2455,"L49634","L",299,308.6,1653,31.7,100,0
"9828",9828,"M24687","M",298.3,309.3,1376,57,198,0
"3217",3217,"L50396","L",300.5,309.5,1653,27.6,62,0
"1165",1165,"L48344","L",297.1,308.1,1754,30.3,206,0
"977",977,"M15836","M",296,306.6,1392,51.3,124,0
"6975",6975,"L54154","L",300.7,311,1318,48.2,128,0
"2869",2869,"L50048","L",300.8,309.7,1418,46.6,12,0
"6758",6758,"L53937","L",301.8,311.2,1822,26.2,204,0
"4498",4498,"L51677","L",302.5,310.3,1523,36,72,0
"1482",1482,"M16341","M",298.2,309.2,1332,60.2,147,0
"7665",7665,"H37078","H",300.5,311.7,1454,50.3,175,0
"8848",8848,"L56027","L",297.5,308.9,1443,43.5,0,0
"3487",3487,"L50666","L",301.9,310.8,1650,29.8,94,0
"6028",6028,"M20887","M",300.7,311,1413,44.3,72,0
"3407",3407,"L50586","L",301.2,310.4,1470,44,113,0
"2926",2926,"M17785","M",300.7,309.6,1388,51.1,160,0
"3061",3061,"L50240","L",300,309.1,1882,23.8,84,0
"2741",2741,"L49920","L",299.6,309,1525,42.8,160,0
"2030",2030,"L49209","L",298.7,308.5,1668,35.2,77,0
"5189",5189,"L52368","L",304,313.2,1632,30.6,121,0
"9594",9594,"L56773","L",299.1,310.2,1352,52.8,41,0
"1369",1369,"H30782","H",298.8,310.3,1708,27.1,78,0
"9022",9022,"M23881","M",297.4,308.2,1536,34.6,4,0
"8897",8897,"L56076","L",297.4,308.7,1638,31.9,131,0
"2242",2242,"L49421","L",299.2,308.4,1711,28.9,197,0
"2570",2570,"H31983","H",299.5,309.2,1872,22.6,162,0
"341",341,"L47520","L",297.4,308.1,1474,39.4,20,0
"9446",9446,"M24305","M",298.2,309,1446,45.8,80,0
"3605",3605,"L50784","L",301.8,310.8,1557,33.3,190,0
"2845",2845,"L50024","L",300.3,309.2,1650,35.2,196,0
"9993",9993,"L57172","L",298.8,308.4,1484,39.2,8,0
"3718",3718,"H33131","H",302.3,311.4,1443,44.1,51,0
"8874",8874,"H38287","H",298,309.1,1557,36.4,65,0
"8862",8862,"L56041","L",297.9,309.1,1619,34.7,33,0
"9190",9190,"L56369","L",297.9,309.1,1595,32,32,0
"5455",5455,"L52634","L",303,312.5,1461,40.2,127,0
"4520",4520,"L51699","L",302.4,310.4,1666,29.7,125,0
"140",140,"L47319","L",298.8,308.6,1268,55.8,155,0
"2779",2779,"L49958","L",300,309.4,1308,50.2,32,0
"7370",7370,"M22229","M",299.6,310.1,1646,29.6,73,0
"9496",9496,"H38909","H",299.3,310,1373,44.8,221,0
"7201",7201,"L54380","L",300,309.9,1608,33.4,76,0
"4582",4582,"L51761","L",303,311.2,1601,32.9,69,0
"3095",3095,"L50274","L",300,309.3,1972,22,175,0
"3636",3636,"M18495","M",302.1,311.2,1616,35.1,57,0
"1265",1265,"M16124","M",297.8,309.3,2243,15.7,36,0
"7569",7569,"L54748","L",300.2,311,1627,33.7,147,0
"9200",9200,"L56379","L",297.9,308.8,1613,31.4,57,0
"4782",4782,"L51961","L",303.7,312.3,1384,45.9,121,0
"5232",5232,"L52411","L",303.8,313.1,1458,42.2,25,0
"3918",3918,"L51097","L",302.6,311.7,1542,34.1,137,0
"3782",3782,"L50961","L",302.3,310.8,1465,43.8,7,0
"9699",9699,"L56878","L",298.8,309.8,1663,28.2,67,0
"1939",1939,"L49118","L",298.1,307.9,1517,40.8,50,0
"4320",4320,"M19179","M",301.6,310.2,1411,45.1,54,0
"9893",9893,"H39306","H",298.9,309.7,1407,48.6,161,0
"8090",8090,"L55269","L",300.1,311.3,1676,30.3,151,0
"5792",5792,"M20651","M",301.8,311.3,1542,40.1,142,0
"2601",2601,"L49780","L",299.3,309,1422,47.3,25,0
"8635",8635,"L55814","L",297.3,308.3,1411,43.2,63,0
"8921",8921,"L56100","L",297.1,308.3,1496,45.8,190,0
"3556",3556,"L50735","L",301.8,310.7,1551,37.7,64,0
"289",289,"H29702","H",298.2,308.4,1385,42.2,98,0
"3729",3729,"L50908","L",302.3,311.3,1457,44.5,83,0
"2009",2009,"L49188","L",298.5,308.3,1811,24.7,27,0
"6811",6811,"L53990","L",301,310.7,1727,34.5,127,0
"2675",2675,"L49854","L",299.7,309.3,1546,37.2,4,0
"3860",3860,"L51039","L",302.6,311.5,1599,37,211,0
"7991",7991,"M22850","M",301.1,312.4,1809,25.1,126,0
"5072",5072,"H34485","H",304.2,313,1442,40.9,23,0
"7192",7192,"L54371","L",300.3,310.3,1629,34.1,52,0
"6293",6293,"L53472","L",301,310.4,1614,31.6,84,0
"5796",5796,"M20655","M",301.9,311.4,1465,39.9,153,0
"5297",5297,"H34710","H",303.8,313.2,1379,50.2,178,0
"4549",4549,"L51728","L",302.6,310.5,1511,37.2,197,0
"7675",7675,"L54854","L",300.5,311.6,1509,47.2,202,0
"6460",6460,"M21319","M",300.6,310,1397,55.2,90,0
"7093",7093,"L54272","L",300.7,310.2,1493,35.9,10,0
"1349",1349,"L48528","L",298.7,310.2,1363,45.5,28,0
"9293",9293,"L56472","L",298.2,309,1643,34.1,91,0
"8017",8017,"M22876","M",300.9,312,1447,41.4,193,0
"9892",9892,"L57071","L",298.8,309.5,1374,48.1,159,0
"3555",3555,"L50734","L",301.9,310.8,1525,43.2,62,0
"1750",1750,"L48929","L",298.3,307.7,1576,33.8,171,0
"3447",3447,"H32860","H",301.6,310.6,1400,49.5,211,0
"6072",6072,"M20931","M",300.9,310.8,1452,43.6,185,0
"5035",5035,"M19894","M",303.9,313.1,1514,41.1,121,0
"9538",9538,"M24397","M",299.3,310.6,1457,42.1,104,0
"8298",8298,"M23157","M",298.8,310.2,1595,33.1,34,0
"2785",2785,"L49964","L",300.2,309.6,1430,52.7,47,0
"9792",9792,"M24651","M",298.5,309.4,1521,37.5,94,0
"4339",4339,"L51518","L",301.6,309.9,1397,43.7,102,0
"1737",1737,"L48916","L",298.4,307.9,1544,35.9,132,0
"6257",6257,"L53436","L",301,310.6,1493,37.8,206,1
"3420",3420,"L50599","L",301.5,310.5,1611,33.8,144,0
"3412",3412,"L50591","L",301.3,310.3,1419,55.7,125,0
"67",67,"M14926","M",298.9,308.9,1679,28.7,181,0
"5207",5207,"H34620","H",303.7,312.6,1711,27.6,170,0
"4506",4506,"L51685","L",302.4,310.1,1426,46.8,95,0
"7462",7462,"L54641","L",300,311.5,1749,28.3,83,0
"154",154,"L47333","L",298.4,308.2,1850,27,194,0
"8231",8231,"L55410","L",299.1,310.5,1736,26.9,74,0
"9359",9359,"L56538","L",298.2,308.7,1407,45.1,49,0
"4548",4548,"M19407","M",302.5,310.4,1451,53.6,194,0
"1662",1662,"M16521","M",298.2,308,1411,47.2,168,0
"3127",3127,"L50306","L",300,309.4,1499,35.7,46,0
"7862",7862,"L55041","L",300.5,312,1498,42.9,25,0
"5435",5435,"L52614","L",302.9,312.5,1629,30.4,74,0
"6678",6678,"L53857","L",301.5,310.7,1435,38.5,224,0
"4422",4422,"L51601","L",302.6,310.2,1325,62.4,92,1
"228",228,"L47407","L",298.3,308.5,1539,36.1,168,0
"7037",7037,"L54216","L",300.7,310.6,1540,52.7,85,0
"6073",6073,"M20932","M",300.9,310.8,1695,30.2,188,0
"9510",9510,"M24369","M",299.2,310.4,1502,39.8,34,0
"2811",2811,"L49990","L",299.8,309.1,1772,24.8,113,0
"4432",4432,"H33845","H",302.3,310.2,1443,54.6,120,0
"2250",2250,"L49429","L",299.2,308.5,1442,46.5,11,0
"9691",9691,"M24550","M",298.9,310,1520,35.6,48,0
"6862",6862,"H36275","H",301.1,311.3,2207,16.6,43,0
"9386",9386,"M24245","M",297.5,308.1,1907,23.5,125,0
"3578",3578,"M18437","M",301.6,310.4,1455,39,118,0
"9910",9910,"L57089","L",298.7,309.1,1607,32.7,2,0
"1746",1746,"L48925","L",298.5,308,1624,29.8,160,0
"2461",2461,"L49640","L",299,308.6,1466,46.4,112,0
"6120",6120,"L53299","L",300.9,311.1,1471,39.3,91,0
"6449",6449,"H35862","H",300.7,310.2,1877,24.8,64,0
"5654",5654,"L52833","L",302.4,311.7,1495,36.8,215,0
"3993",3993,"L51172","L",302.3,311.3,1614,34.1,129,0
"530",530,"L47709","L",297.6,309.5,1569,36.2,63,0
"2618",2618,"L49797","L",299.4,309.1,1670,35.9,68,0
"7073",7073,"M21932","M",300.7,310.6,1439,41.7,184,0
"5045",5045,"L52224","L",304.1,313.2,1412,47.5,150,0
"540",540,"M15399","M",297.4,309.3,1775,25.8,91,0
"3695",3695,"M18554","M",302.1,311.3,1511,45,204,0
"4378",4378,"M19237","M",301.8,309.6,1436,49,214,0
"2746",2746,"M17605","M",299.7,309.1,1603,38.5,170,0
"7449",7449,"L54628","L",300.3,311.8,1488,38.4,51,0
"2946",2946,"H32359","H",300.7,309.6,1925,20.5,9,0
"3302",3302,"L50481","L",301.3,310.5,1365,47.7,70,0
"7510",7510,"L54689","L",300.6,311.9,1372,60.1,212,1
"3573",3573,"L50752","L",301.8,310.6,1451,50.7,108,0
"20",20,"M14879","M",298.9,309.3,1632,32.5,55,0
"6775",6775,"H36188","H",301.2,310.7,1747,27.3,35,0
"9289",9289,"L56468","L",298.2,308.9,1444,53.1,83,0
"474",474,"M15333","M",297.4,309,1520,37,147,0
"6335",6335,"M21194","M",300.4,309.8,1725,30.4,195,0
"2644",2644,"M17503","M",299.8,309.4,1401,48.1,143,0
"2771",2771,"L49950","L",300,309.6,1364,45.9,16,0
"5090",5090,"M19949","M",303.9,313.1,1483,47.2,71,0
"7990",7990,"L55169","L",301.1,312.4,1430,37.9,124,0
"98",98,"M14957","M",298.9,308.9,1750,29.9,50,0
"847",847,"M15706","M",296.4,307.4,1416,50,210,0
"4658",4658,"L51837","L",303.1,311.2,1628,35.2,23,0
"9827",9827,"L57006","L",298.4,309.2,1345,52.7,196,0
"1679",1679,"L48858","L",298,307.5,1644,32.8,215,0
"7652",7652,"M22511","M",300.4,311.5,1476,32.6,144,0
"1109",1109,"L48288","L",296.6,307.4,1504,45.8,58,0
"1114",1114,"M15973","M",296.6,307.4,1790,25.8,72,0
"1528",1528,"H30941","H",298.1,309.1,1425,44.5,49,0
"4080",4080,"L51259","L",302,310.5,1978,22,106,0
"6808",6808,"L53987","L",301,310.8,1549,41.4,121,0
"4908",4908,"M19767","M",303.6,312.5,1607,33.7,14,0
"3203",3203,"L50382","L",300.2,309.2,1430,43.4,24,0
"7969",7969,"L55148","L",300.9,312.2,1811,23.2,72,0
"1552",1552,"L48731","L",298.4,308.8,1458,40.1,111,0
"5640",5640,"L52819","L",302.6,312.1,1668,28.7,180,0
"5949",5949,"L53128","L",300.7,310.8,2113,18.5,95,0
"6020",6020,"L53199","L",300.7,310.8,1519,43.9,55,0
"1921",1921,"L49100","L",298.1,307.9,2161,17.5,5,0
"4315",4315,"H33728","H",301.4,310.1,1623,32.3,39,0
"1732",1732,"M16591","M",298.3,307.9,1485,42,117,0
"12",12,"H29425","H",298.6,309.1,1423,44.3,29,0
"4854",4854,"L52033","L",303.7,312.2,1487,34,94,0
"2824",2824,"M17683","M",300.3,309.5,1320,62.2,142,0
"9523",9523,"M24382","M",299,310.2,1657,32.3,64,0
"552",552,"L47731","L",297.4,309.2,1274,54.3,121,0
"3646",3646,"L50825","L",302.2,311.5,1413,43.5,83,0
"7948",7948,"L55127","L",300.8,311.7,1426,45.5,16,0
"8121",8121,"L55300","L",300.2,311.6,1767,26.4,20,0
"7395",7395,"L54574","L",299.7,310.6,1479,38,137,0
"1361",1361,"H30774","H",298.8,310.2,1707,27.6,56,0
"5844",5844,"L53023","L",301.5,311.2,1700,28.8,39,0
"3608",3608,"L50787","L",301.6,310.7,1638,33.8,196,0
"7768",7768,"H37181","H",300.2,311.4,1319,54.6,15,0
"7656",7656,"L54835","L",300.4,311.5,1596,32.5,154,0
"2893",2893,"L50072","L",300.7,309.6,1329,54.3,80,0
"1329",1329,"M16188","M",298.8,310.1,1719,28.8,206,0
"3456",3456,"H32869","H",301.4,310.3,1611,41.5,11,0
"6113",6113,"L53292","L",300.7,310.8,1925,22,74,0
"6559",6559,"M21418","M",301.5,310.6,1447,41.9,140,0
"5753",5753,"H35166","H",302.3,311.8,1804,25,43,0
"884",884,"L48063","L",295.7,306.3,1490,34.3,97,0
"267",267,"H29680","H",298,308.1,1440,43.7,37,0
"7542",7542,"M22401","M",300.3,311.5,1528,40.9,76,0
"9641",9641,"L56820","L",299.4,310.5,1514,36.1,169,0
"5218",5218,"M20077","M",303.8,312.8,1420,47.9,200,0
"1707",1707,"L48886","L",298.2,307.8,1521,42.9,60,0
"280",280,"L47459","L",298,308.1,1819,23.4,78,0
"2614",2614,"M17473","M",299.3,309.1,1571,38.3,59,0
"6790",6790,"M21649","M",301.1,310.5,1646,30.7,76,0
"9012",9012,"M23871","M",297.2,307.9,1530,35.9,197,0
"5987",5987,"L53166","L",300.6,310.7,1440,52.5,200,0
"906",906,"L48085","L",295.6,306.1,1474,41.2,156,0
"3924",3924,"M18783","M",302.6,311.4,1718,31.2,154,0
"148",148,"L47327","L",298.4,308.4,1515,40.1,179,0
"5833",5833,"L53012","L",301.3,311.2,1675,32.1,12,0
"1159",1159,"L48338","L",297,307.9,1436,47.7,191,0
"6411",6411,"L53590","L",300.4,310.1,1544,41.9,184,0
"9671",9671,"L56850","L",299,310.2,1690,30.7,244,0
"9990",9990,"M24849","M",298.8,308.5,1577,33.2,0,0
"1901",1901,"H31314","H",297.9,307.6,1493,36,161,0
"853",853,"M15712","M",296.3,307.3,1368,49.5,10,0
"7321",7321,"H36734","H",299.8,310.2,1411,49.7,161,0
"3448",3448,"L50627","L",301.7,310.6,1624,34.5,216,0
"1092",1092,"L48271","L",297,307.7,1447,46.4,8,0
"3058",3058,"L50237","L",300.1,309.1,1400,46.7,77,0
"5977",5977,"H35390","H",300.5,310.6,1378,51.5,166,0
"4341",4341,"M19200","M",301.7,309.9,1533,40.9,106,0
"9650",9650,"H39063","H",299.1,310,1657,33.1,187,0
"3614",3614,"L50793","L",301.7,310.9,1557,39.4,2,0
"8933",8933,"L56112","L",297.4,308.4,1474,43.6,4,0
"81",81,"H29494","H",298.8,308.8,1445,49.9,4,0
"390",390,"M15249","M",297.6,308.7,1408,54.8,147,0
"3687",3687,"L50866","L",302,311.1,1406,50.5,187,0
"9861",9861,"H39274","H",298.7,309.6,1755,26.9,73,0
"3234",3234,"H32647","H",300.8,309.4,1474,40.7,104,0
"7328",7328,"M22187","M",299.9,310.5,1576,39.4,183,0
"2610",2610,"L49789","L",299.4,309.2,1621,34.5,48,0
"2231",2231,"L49410","L",299.5,308.7,1446,45.7,173,0
"4347",4347,"L51526","L",301.8,309.7,1598,30.4,124,0
"3662",3662,"M18521","M",302.3,311.7,1639,36.6,121,0
"5413",5413,"L52592","L",302.9,312.6,1328,59.9,24,0
"1175",1175,"M16034","M",297.1,308.1,1352,44.4,0,0
"6150",6150,"M21009","M",301,311.1,1420,47.4,167,0
"8994",8994,"M23853","M",297.2,307.9,1632,37.5,156,0
"8648",8648,"L55827","L",297.5,308.5,1530,38.5,93,0
"9639",9639,"H39052","H",299.3,310.4,1393,44.9,162,0
"2636",2636,"H32049","H",299.9,309.6,1462,51,119,0
"253",253,"L47432","L",298,308.2,1620,35.8,5,0
"8189",8189,"M23048","M",299.6,310.9,1530,38.8,198,0
"2753",2753,"M17612","M",299.7,309.1,1851,24.7,189,0
"5460",5460,"L52639","L",303.1,312.5,1453,49.1,140,0
"6837",6837,"H36250","H",301.1,311,1339,52.8,194,0
"8655",8655,"M23514","M",297.4,308.4,1441,46.8,116,0
"6982",6982,"H36395","H",300.8,311.2,1612,32.5,143,0
"7159",7159,"L54338","L",300.2,310,1389,53.6,184,0
"3110",3110,"L50289","L",299.9,309.2,1491,44.3,214,0
"7902",7902,"L55081","L",300.8,312.4,1365,44.5,129,0
"7252",7252,"M22111","M",300.2,310.3,1448,40.1,209,0
"6452",6452,"L53631","L",300.7,310.2,1696,27.5,73,0
"4736",4736,"L51915","L",303.2,311.5,1544,42.5,227,0
"383",383,"L47562","L",297.5,308.5,1335,48,131,0
"8487",8487,"M23346","M",298.5,309.5,1501,40.2,114,0
"8312",8312,"M23171","M",298.8,310,1295,52.7,74,0
"1214",1214,"M16073","M",296.8,307.8,1551,38.9,112,0
"337",337,"M15196","M",297.6,308.2,1995,20.5,10,0
"7612",7612,"L54791","L",300.5,311.4,1611,32.7,44,0
"7890",7890,"M22749","M",300.7,312.4,1371,61.7,102,0
"9905",9905,"L57084","L",298.6,309.1,1537,35.7,198,0
"6795",6795,"L53974","L",301.3,310.8,1428,55.2,88,0
"6056",6056,"L53235","L",300.7,310.8,1475,42,147,0
"5404",5404,"L52583","L",302.7,312.3,1858,25.4,2,0
"2086",2086,"L49265","L",299.5,309.3,1462,46.7,7,0
"5326",5326,"L52505","L",303.5,312.7,1694,27.3,40,0
"598",598,"H30011","H",297.6,309.6,1428,46.6,13,0
"4074",4074,"M18933","M",301.9,310.6,1412,46.5,89,0
"4983",4983,"L52162","L",303.7,313,1811,24.3,209,0
"4751",4751,"M19610","M",303.2,311.2,1688,31.9,33,0
"5926",5926,"M20785","M",300.2,310.1,1619,31.3,38,0
"4734",4734,"L51913","L",303.3,311.6,1484,44.6,223,0
"277",277,"M15136","M",298,307.9,1750,26.6,67,0
"2238",2238,"L49417","L",299.3,308.6,1403,50.6,189,0
"6011",6011,"H35424","H",300.7,310.7,1428,43.4,26,0
"4824",4824,"L52003","L",303.5,311.9,1493,38.7,14,0
"4767",4767,"M19626","M",303.6,312,1645,35.7,81,0
"6875",6875,"H36288","H",300.9,311.3,1295,58.9,77,0
"2307",2307,"L49486","L",299.1,308.6,1260,57.8,152,0
"8763",8763,"H38176","H",297.5,308.8,1824,24,179,0
"3326",3326,"L50505","L",301.5,310.6,1587,33.7,122,0
"9039",9039,"L56218","L",297.3,308.3,2358,14.9,49,0
"6539",6539,"L53718","L",301.4,310.7,1487,44.6,88,0
"5263",5263,"L52442","L",303.4,312.8,1449,43.9,94,0
"7464",7464,"H36877","H",300.1,311.4,1518,46.9,87,0
"3892",3892,"L51071","L",302.2,311.1,1418,47,61,0
"9630",9630,"H39043","H",299,310.1,2053,19.7,137,0
"889",889,"M15748","M",295.6,306.1,1651,28.1,110,0
"6703",6703,"M21562","M",301.6,310.8,1664,32,58,0
"279",279,"M15138","M",298,308,1620,29.4,75,0
"2311",2311,"M17170","M",299,308.4,1535,47.5,163,0
"9656",9656,"H39069","H",299.1,310,1431,49.5,205,0
"6815",6815,"H36228","H",300.8,310.6,1465,44.1,136,0
"7975",7975,"L55154","L",301.2,312.3,1528,38.4,85,0
"8250",8250,"L55429","L",299,310.4,1524,39.8,120,0
"73",73,"L47252","L",298.9,309.1,1369,44.4,198,0
"2912",2912,"M17771","M",300.7,309.5,1352,44,126,0
"8190",8190,"L55369","L",299.7,311,1983,21,201,0
"7002",7002,"L54181","L",300.5,310.5,1564,38.2,199,0
"9072",9072,"L56251","L",297,308.1,1429,54,138,0
"1258",1258,"L48437","L",297.5,308.9,1466,43,15,0
"8112",8112,"M22971","M",300.4,311.8,1553,33.1,209,1
"6272",6272,"M21131","M",300.9,310.5,1702,29.3,32,0
"494",494,"L47673","L",297.5,309.3,1470,38.8,197,0
"8554",8554,"M23413","M",298.1,309,1661,38.2,82,0
"9709",9709,"L56888","L",299,310.1,1664,29.7,89,0
"745",745,"L47924","L",296.7,308.1,1450,40.9,195,0
"2066",2066,"L49245","L",299.7,309.6,1419,45.1,170,0
"639",639,"L47818","L",298,309.6,1536,37.3,120,0
"8360",8360,"M23219","M",298.6,309.6,1525,42.4,2,0
"1651",1651,"M16510","M",298,307.9,1417,51,137,0
"3073",3073,"L50252","L",300.1,309,1314,58.2,114,0
"1626",1626,"L48805","L",297.9,307.8,1365,46.9,73,0
"6750",6750,"L53929","L",301.7,311,1585,35.9,185,0
"2938",2938,"L50117","L",300.7,309.6,1810,26,195,0
"6327",6327,"L53506","L",300.6,310,1455,40.4,172,0
"1634",1634,"L48813","L",297.9,307.9,1476,45.2,91,0
"6956",6956,"L54135","L",300.7,311.2,1399,47.9,80,0
"7762",7762,"H37175","H",300.4,311.6,1715,30.8,203,0
"1443",1443,"M16302","M",298.8,310,1486,38.5,55,0
"731",731,"M15590","M",297.3,308.6,1471,50.7,157,0
"4946",4946,"L52125","L",303.6,312.7,1418,44.1,118,0
"6930",6930,"M21789","M",301,311.6,1301,55,9,0
"2305",2305,"L49484","L",299.1,308.5,1455,39.8,145,0
"4256",4256,"M19115","M",302.5,311,1387,52.1,116,0
"4440",4440,"M19299","M",302.4,310.2,1392,55.8,143,0
"662",662,"M15521","M",297.6,309,1427,45.6,179,0
"7413",7413,"L54592","L",300,311,1637,33.6,181,0
"7760",7760,"L54939","L",300.4,311.8,1272,59.2,198,1
"567",567,"M15426","M",297.6,309.7,1541,33.7,165,0
"9361",9361,"L56540","L",298,308.6,1532,42.6,54,0
